REF_DATE,GEO,UOM,VALUE,Province,Fuel Type
2015-07,"Winnipeg, Manitoba",Cents per litre,104.1,Manitoba,Regular
2015-08,"Winnipeg, Manitoba",Cents per litre,108.7,Manitoba,Regular
2015-09,"Winnipeg, Manitoba",Cents per litre,99.2,Manitoba,Regular
2015-10,"Winnipeg, Manitoba",Cents per litre,103.6,Manitoba,Regular
2015-11,"Winnipeg, Manitoba",Cents per litre,98.4,Manitoba,Regular
2015-12,"Winnipeg, Manitoba",Cents per litre,86.6,Manitoba,Regular
2016-01,"Winnipeg, Manitoba",Cents per litre,83.2,Manitoba,Regular
2016-02,"Winnipeg, Manitoba",Cents per litre,74.7,Manitoba,Regular
2016-03,"Winnipeg, Manitoba",Cents per litre,85.0,Manitoba,Regular
2016-04,"Winnipeg, Manitoba",Cents per litre,90.3,Manitoba,Regular
2016-05,"Winnipeg, Manitoba",Cents per litre,94.8,Manitoba,Regular
2016-06,"Winnipeg, Manitoba",Cents per litre,112.7,Manitoba,Regular
2016-07,"Winnipeg, Manitoba",Cents per litre,95.5,Manitoba,Regular
2016-08,"Winnipeg, Manitoba",Cents per litre,95.0,Manitoba,Regular
2016-09,"Winnipeg, Manitoba",Cents per litre,94.8,Manitoba,Regular
2016-10,"Winnipeg, Manitoba",Cents per litre,99.2,Manitoba,Regular
2016-11,"Winnipeg, Manitoba",Cents per litre,88.1,Manitoba,Regular
2016-12,"Winnipeg, Manitoba",Cents per litre,91.7,Manitoba,Regular
2017-01,"Winnipeg, Manitoba",Cents per litre,101.9,Manitoba,Regular
2017-02,"Winnipeg, Manitoba",Cents per litre,96.3,Manitoba,Regular
2017-03,"Winnipeg, Manitoba",Cents per litre,94.2,Manitoba,Regular
2017-04,"Winnipeg, Manitoba",Cents per litre,101.7,Manitoba,Regular
2017-05,"Winnipeg, Manitoba",Cents per litre,93.3,Manitoba,Regular
2017-06,"Winnipeg, Manitoba",Cents per litre,91.5,Manitoba,Regular
2017-07,"Winnipeg, Manitoba",Cents per litre,87.6,Manitoba,Regular
2017-08,"Winnipeg, Manitoba",Cents per litre,90.1,Manitoba,Regular
2017-09,"Winnipeg, Manitoba",Cents per litre,100.2,Manitoba,Regular
2017-10,"Winnipeg, Manitoba",Cents per litre,99.7,Manitoba,Regular
2017-11,"Winnipeg, Manitoba",Cents per litre,108.9,Manitoba,Regular
2017-12,"Winnipeg, Manitoba",Cents per litre,103.1,Manitoba,Regular
2018-01,"Winnipeg, Manitoba",Cents per litre,107.0,Manitoba,Regular
2018-02,"Winnipeg, Manitoba",Cents per litre,104.2,Manitoba,Regular
2018-03,"Winnipeg, Manitoba",Cents per litre,106.9,Manitoba,Regular
2018-04,"Winnipeg, Manitoba",Cents per litre,121.1,Manitoba,Regular
2018-05,"Winnipeg, Manitoba",Cents per litre,125.1,Manitoba,Regular
2018-06,"Winnipeg, Manitoba",Cents per litre,125.3,Manitoba,Regular
2018-07,"Winnipeg, Manitoba",Cents per litre,123.4,Manitoba,Regular
2018-08,"Winnipeg, Manitoba",Cents per litre,118.0,Manitoba,Regular
2018-09,"Winnipeg, Manitoba",Cents per litre,116.6,Manitoba,Regular
2018-10,"Winnipeg, Manitoba",Cents per litre,111.3,Manitoba,Regular
2018-11,"Winnipeg, Manitoba",Cents per litre,102.4,Manitoba,Regular
2018-12,"Winnipeg, Manitoba",Cents per litre,95.5,Manitoba,Regular
2019-01,"Winnipeg, Manitoba",Cents per litre,89.9,Manitoba,Regular
2019-02,"Winnipeg, Manitoba",Cents per litre,97.5,Manitoba,Regular
2019-03,"Winnipeg, Manitoba",Cents per litre,108.4,Manitoba,Regular
2019-04,"Winnipeg, Manitoba",Cents per litre,125.1,Manitoba,Regular
2019-05,"Winnipeg, Manitoba",Cents per litre,122.6,Manitoba,Regular
2019-06,"Winnipeg, Manitoba",Cents per litre,113.1,Manitoba,Regular
2019-07,"Winnipeg, Manitoba",Cents per litre,114.7,Manitoba,Regular
2019-08,"Winnipeg, Manitoba",Cents per litre,107.7,Manitoba,Regular
2019-09,"Winnipeg, Manitoba",Cents per litre,108.2,Manitoba,Regular
2019-10,"Winnipeg, Manitoba",Cents per litre,110.9,Manitoba,Regular
2019-11,"Winnipeg, Manitoba",Cents per litre,107.0,Manitoba,Regular
2019-12,"Winnipeg, Manitoba",Cents per litre,103.3,Manitoba,Regular
2020-01,"Winnipeg, Manitoba",Cents per litre,101.6,Manitoba,Regular
2020-02,"Winnipeg, Manitoba",Cents per litre,102.5,Manitoba,Regular
2020-03,"Winnipeg, Manitoba",Cents per litre,84.5,Manitoba,Regular
2020-04,"Winnipeg, Manitoba",Cents per litre,67.7,Manitoba,Regular
2020-05,"Winnipeg, Manitoba",Cents per litre,85.2,Manitoba,Regular
2020-06,"Winnipeg, Manitoba",Cents per litre,95.5,Manitoba,Regular
2020-07,"Winnipeg, Manitoba",Cents per litre,99.9,Manitoba,Regular
2020-08,"Winnipeg, Manitoba",Cents per litre,97.8,Manitoba,Regular
2020-09,"Winnipeg, Manitoba",Cents per litre,96.7,Manitoba,Regular
2020-10,"Winnipeg, Manitoba",Cents per litre,101.1,Manitoba,Regular
2020-11,"Winnipeg, Manitoba",Cents per litre,95.9,Manitoba,Regular
2020-12,"Winnipeg, Manitoba",Cents per litre,95.7,Manitoba,Regular
2021-01,"Winnipeg, Manitoba",Cents per litre,102.9,Manitoba,Regular
2021-02,"Winnipeg, Manitoba",Cents per litre,109.2,Manitoba,Regular
2021-03,"Winnipeg, Manitoba",Cents per litre,115.9,Manitoba,Regular
2021-04,"Winnipeg, Manitoba",Cents per litre,122.7,Manitoba,Regular
2021-05,"Winnipeg, Manitoba",Cents per litre,127.8,Manitoba,Regular
2021-06,"Winnipeg, Manitoba",Cents per litre,127.1,Manitoba,Regular
2021-07,"Winnipeg, Manitoba",Cents per litre,131.5,Manitoba,Regular
2021-08,"Winnipeg, Manitoba",Cents per litre,131.8,Manitoba,Regular
2021-09,"Winnipeg, Manitoba",Cents per litre,131.8,Manitoba,Regular
2021-10,"Winnipeg, Manitoba",Cents per litre,141.2,Manitoba,Regular
2021-11,"Winnipeg, Manitoba",Cents per litre,138.7,Manitoba,Regular
2021-12,"Winnipeg, Manitoba",Cents per litre,130.7,Manitoba,Regular
2022-01,"Winnipeg, Manitoba",Cents per litre,138.5,Manitoba,Regular
2022-02,"Winnipeg, Manitoba",Cents per litre,147.1,Manitoba,Regular
2022-03,"Winnipeg, Manitoba",Cents per litre,169.8,Manitoba,Regular
2022-04,"Winnipeg, Manitoba",Cents per litre,170.9,Manitoba,Regular
2022-05,"Winnipeg, Manitoba",Cents per litre,183.1,Manitoba,Regular
2022-06,"Winnipeg, Manitoba",Cents per litre,205.3,Manitoba,Regular
2022-07,"Winnipeg, Manitoba",Cents per litre,190.1,Manitoba,Regular
2022-08,"Winnipeg, Manitoba",Cents per litre,169.9,Manitoba,Regular
2022-09,"Winnipeg, Manitoba",Cents per litre,169.2,Manitoba,Regular
2022-10,"Winnipeg, Manitoba",Cents per litre,184.3,Manitoba,Regular
2022-11,"Winnipeg, Manitoba",Cents per litre,171.7,Manitoba,Regular
2022-12,"Winnipeg, Manitoba",Cents per litre,150.8,Manitoba,Regular
2023-01,"Winnipeg, Manitoba",Cents per litre,147.2,Manitoba,Regular
2023-02,"Winnipeg, Manitoba",Cents per litre,153.2,Manitoba,Regular
2023-03,"Winnipeg, Manitoba",Cents per litre,151.5,Manitoba,Regular
2023-04,"Winnipeg, Manitoba",Cents per litre,162.4,Manitoba,Regular
2023-05,"Winnipeg, Manitoba",Cents per litre,163.0,Manitoba,Regular
2023-06,"Winnipeg, Manitoba",Cents per litre,157.6,Manitoba,Regular
2023-07,"Winnipeg, Manitoba",Cents per litre,157.5,Manitoba,Regular
2023-08,"Winnipeg, Manitoba",Cents per litre,163.3,Manitoba,Regular
2023-09,"Winnipeg, Manitoba",Cents per litre,163.4,Manitoba,Regular
2023-10,"Winnipeg, Manitoba",Cents per litre,155.9,Manitoba,Regular
2023-11,"Winnipeg, Manitoba",Cents per litre,151.6,Manitoba,Regular
2023-12,"Winnipeg, Manitoba",Cents per litre,136.7,Manitoba,Regular
2024-01,"Winnipeg, Manitoba",Cents per litre,117.4,Manitoba,Regular
2024-02,"Winnipeg, Manitoba",Cents per litre,125.6,Manitoba,Regular
2024-03,"Winnipeg, Manitoba",Cents per litre,135.5,Manitoba,Regular
2024-04,"Winnipeg, Manitoba",Cents per litre,141.5,Manitoba,Regular
2024-05,"Winnipeg, Manitoba",Cents per litre,141.4,Manitoba,Regular
2024-06,"Winnipeg, Manitoba",Cents per litre,137.1,Manitoba,Regular
2024-07,"Winnipeg, Manitoba",Cents per litre,144.6,Manitoba,Regular
2014-03,"Regina, Saskatchewan",Cents per litre,127.1,Saskatchewan,Regular
2014-04,"Regina, Saskatchewan",Cents per litre,128.2,Saskatchewan,Regular
2014-05,"Regina, Saskatchewan",Cents per litre,129.7,Saskatchewan,Regular
2014-06,"Regina, Saskatchewan",Cents per litre,132.6,Saskatchewan,Regular
2014-07,"Regina, Saskatchewan",Cents per litre,128.6,Saskatchewan,Regular
2014-08,"Regina, Saskatchewan",Cents per litre,125.3,Saskatchewan,Regular
2014-09,"Regina, Saskatchewan",Cents per litre,126.5,Saskatchewan,Regular
2014-10,"Regina, Saskatchewan",Cents per litre,121.4,Saskatchewan,Regular
2014-11,"Regina, Saskatchewan",Cents per litre,108.0,Saskatchewan,Regular
2014-12,"Regina, Saskatchewan",Cents per litre,95.4,Saskatchewan,Regular
2015-01,"Regina, Saskatchewan",Cents per litre,83.4,Saskatchewan,Regular
2015-02,"Regina, Saskatchewan",Cents per litre,93.5,Saskatchewan,Regular
2015-03,"Regina, Saskatchewan",Cents per litre,96.9,Saskatchewan,Regular
2015-04,"Regina, Saskatchewan",Cents per litre,95.5,Saskatchewan,Regular
2015-05,"Regina, Saskatchewan",Cents per litre,101.5,Saskatchewan,Regular
2015-06,"Regina, Saskatchewan",Cents per litre,112.2,Saskatchewan,Regular
2015-07,"Regina, Saskatchewan",Cents per litre,109.1,Saskatchewan,Regular
2015-08,"Regina, Saskatchewan",Cents per litre,113.1,Saskatchewan,Regular
2015-09,"Regina, Saskatchewan",Cents per litre,101.9,Saskatchewan,Regular
2015-10,"Regina, Saskatchewan",Cents per litre,103.7,Saskatchewan,Regular
2015-11,"Regina, Saskatchewan",Cents per litre,101.3,Saskatchewan,Regular
2015-12,"Regina, Saskatchewan",Cents per litre,88.5,Saskatchewan,Regular
2016-01,"Regina, Saskatchewan",Cents per litre,80.5,Saskatchewan,Regular
2016-02,"Regina, Saskatchewan",Cents per litre,72.5,Saskatchewan,Regular
2016-03,"Regina, Saskatchewan",Cents per litre,86.9,Saskatchewan,Regular
2016-04,"Regina, Saskatchewan",Cents per litre,88.2,Saskatchewan,Regular
2016-05,"Regina, Saskatchewan",Cents per litre,94.6,Saskatchewan,Regular
2016-06,"Regina, Saskatchewan",Cents per litre,109.7,Saskatchewan,Regular
2016-07,"Regina, Saskatchewan",Cents per litre,94.4,Saskatchewan,Regular
2016-08,"Regina, Saskatchewan",Cents per litre,96.8,Saskatchewan,Regular
2016-09,"Regina, Saskatchewan",Cents per litre,95.0,Saskatchewan,Regular
2016-10,"Regina, Saskatchewan",Cents per litre,97.1,Saskatchewan,Regular
2016-11,"Regina, Saskatchewan",Cents per litre,88.9,Saskatchewan,Regular
2016-12,"Regina, Saskatchewan",Cents per litre,91.3,Saskatchewan,Regular
2017-01,"Regina, Saskatchewan",Cents per litre,101.2,Saskatchewan,Regular
2017-02,"Regina, Saskatchewan",Cents per litre,93.4,Saskatchewan,Regular
2017-03,"Regina, Saskatchewan",Cents per litre,92.4,Saskatchewan,Regular
2017-04,"Regina, Saskatchewan",Cents per litre,102.7,Saskatchewan,Regular
2017-05,"Regina, Saskatchewan",Cents per litre,95.8,Saskatchewan,Regular
2017-06,"Regina, Saskatchewan",Cents per litre,92.2,Saskatchewan,Regular
2017-07,"Regina, Saskatchewan",Cents per litre,93.1,Saskatchewan,Regular
2017-08,"Regina, Saskatchewan",Cents per litre,95.9,Saskatchewan,Regular
2017-09,"Regina, Saskatchewan",Cents per litre,99.5,Saskatchewan,Regular
2017-10,"Regina, Saskatchewan",Cents per litre,99.2,Saskatchewan,Regular
2017-11,"Regina, Saskatchewan",Cents per litre,110.4,Saskatchewan,Regular
2017-12,"Regina, Saskatchewan",Cents per litre,104.2,Saskatchewan,Regular
2018-01,"Regina, Saskatchewan",Cents per litre,105.9,Saskatchewan,Regular
2018-02,"Regina, Saskatchewan",Cents per litre,103.5,Saskatchewan,Regular
2018-03,"Regina, Saskatchewan",Cents per litre,108.1,Saskatchewan,Regular
2018-04,"Regina, Saskatchewan",Cents per litre,116.9,Saskatchewan,Regular
2018-05,"Regina, Saskatchewan",Cents per litre,123.7,Saskatchewan,Regular
2018-06,"Regina, Saskatchewan",Cents per litre,122.3,Saskatchewan,Regular
2018-07,"Regina, Saskatchewan",Cents per litre,123.4,Saskatchewan,Regular
2018-08,"Regina, Saskatchewan",Cents per litre,121.4,Saskatchewan,Regular
2018-09,"Regina, Saskatchewan",Cents per litre,120.6,Saskatchewan,Regular
2018-10,"Regina, Saskatchewan",Cents per litre,120.1,Saskatchewan,Regular
2018-11,"Regina, Saskatchewan",Cents per litre,109.4,Saskatchewan,Regular
2018-12,"Regina, Saskatchewan",Cents per litre,97.2,Saskatchewan,Regular
2019-01,"Regina, Saskatchewan",Cents per litre,91.8,Saskatchewan,Regular
2019-02,"Regina, Saskatchewan",Cents per litre,101.8,Saskatchewan,Regular
2019-03,"Regina, Saskatchewan",Cents per litre,111.2,Saskatchewan,Regular
2019-04,"Regina, Saskatchewan",Cents per litre,127.3,Saskatchewan,Regular
2019-05,"Regina, Saskatchewan",Cents per litre,123.7,Saskatchewan,Regular
2019-06,"Regina, Saskatchewan",Cents per litre,110.7,Saskatchewan,Regular
2019-07,"Regina, Saskatchewan",Cents per litre,115.1,Saskatchewan,Regular
2019-08,"Regina, Saskatchewan",Cents per litre,109.0,Saskatchewan,Regular
2019-09,"Regina, Saskatchewan",Cents per litre,108.2,Saskatchewan,Regular
2019-10,"Regina, Saskatchewan",Cents per litre,110.8,Saskatchewan,Regular
2019-11,"Regina, Saskatchewan",Cents per litre,108.7,Saskatchewan,Regular
2019-12,"Regina, Saskatchewan",Cents per litre,108.5,Saskatchewan,Regular
2020-01,"Regina, Saskatchewan",Cents per litre,109.8,Saskatchewan,Regular
2020-02,"Regina, Saskatchewan",Cents per litre,105.1,Saskatchewan,Regular
2020-03,"Regina, Saskatchewan",Cents per litre,88.4,Saskatchewan,Regular
2020-04,"Regina, Saskatchewan",Cents per litre,71.7,Saskatchewan,Regular
2020-05,"Regina, Saskatchewan",Cents per litre,87.9,Saskatchewan,Regular
2020-06,"Regina, Saskatchewan",Cents per litre,96.7,Saskatchewan,Regular
2020-07,"Regina, Saskatchewan",Cents per litre,102.4,Saskatchewan,Regular
2020-08,"Regina, Saskatchewan",Cents per litre,101.1,Saskatchewan,Regular
2020-09,"Regina, Saskatchewan",Cents per litre,102.8,Saskatchewan,Regular
2020-10,"Regina, Saskatchewan",Cents per litre,97.8,Saskatchewan,Regular
2020-11,"Regina, Saskatchewan",Cents per litre,98.4,Saskatchewan,Regular
2020-12,"Regina, Saskatchewan",Cents per litre,99.8,Saskatchewan,Regular
2021-01,"Regina, Saskatchewan",Cents per litre,104.1,Saskatchewan,Regular
2021-02,"Regina, Saskatchewan",Cents per litre,110.6,Saskatchewan,Regular
2021-03,"Regina, Saskatchewan",Cents per litre,120.4,Saskatchewan,Regular
2021-04,"Regina, Saskatchewan",Cents per litre,127.9,Saskatchewan,Regular
2021-05,"Regina, Saskatchewan",Cents per litre,127.0,Saskatchewan,Regular
2021-06,"Regina, Saskatchewan",Cents per litre,127.0,Saskatchewan,Regular
2021-07,"Regina, Saskatchewan",Cents per litre,131.8,Saskatchewan,Regular
2021-08,"Regina, Saskatchewan",Cents per litre,131.8,Saskatchewan,Regular
2021-09,"Regina, Saskatchewan",Cents per litre,131.8,Saskatchewan,Regular
2021-10,"Regina, Saskatchewan",Cents per litre,141.6,Saskatchewan,Regular
2021-11,"Regina, Saskatchewan",Cents per litre,143.4,Saskatchewan,Regular
2021-12,"Regina, Saskatchewan",Cents per litre,130.8,Saskatchewan,Regular
2022-01,"Regina, Saskatchewan",Cents per litre,137.0,Saskatchewan,Regular
2022-02,"Regina, Saskatchewan",Cents per litre,145.9,Saskatchewan,Regular
2022-03,"Regina, Saskatchewan",Cents per litre,168.5,Saskatchewan,Regular
2022-04,"Regina, Saskatchewan",Cents per litre,167.3,Saskatchewan,Regular
2022-05,"Regina, Saskatchewan",Cents per litre,181.4,Saskatchewan,Regular
2022-06,"Regina, Saskatchewan",Cents per litre,203.8,Saskatchewan,Regular
2022-07,"Regina, Saskatchewan",Cents per litre,191.4,Saskatchewan,Regular
2022-08,"Regina, Saskatchewan",Cents per litre,158.0,Saskatchewan,Regular
2022-09,"Regina, Saskatchewan",Cents per litre,158.1,Saskatchewan,Regular
2022-10,"Regina, Saskatchewan",Cents per litre,177.8,Saskatchewan,Regular
2022-11,"Regina, Saskatchewan",Cents per litre,162.3,Saskatchewan,Regular
2022-12,"Regina, Saskatchewan",Cents per litre,142.1,Saskatchewan,Regular
2023-01,"Regina, Saskatchewan",Cents per litre,147.9,Saskatchewan,Regular
2023-02,"Regina, Saskatchewan",Cents per litre,147.9,Saskatchewan,Regular
2023-03,"Regina, Saskatchewan",Cents per litre,155.1,Saskatchewan,Regular
2023-04,"Regina, Saskatchewan",Cents per litre,160.5,Saskatchewan,Regular
2023-05,"Regina, Saskatchewan",Cents per litre,160.0,Saskatchewan,Regular
2023-06,"Regina, Saskatchewan",Cents per litre,159.8,Saskatchewan,Regular
2023-07,"Regina, Saskatchewan",Cents per litre,156.2,Saskatchewan,Regular
2023-08,"Regina, Saskatchewan",Cents per litre,163.4,Saskatchewan,Regular
2023-09,"Regina, Saskatchewan",Cents per litre,163.7,Saskatchewan,Regular
2023-10,"Regina, Saskatchewan",Cents per litre,157.0,Saskatchewan,Regular
2023-11,"Regina, Saskatchewan",Cents per litre,149.4,Saskatchewan,Regular
2023-12,"Regina, Saskatchewan",Cents per litre,137.4,Saskatchewan,Regular
2024-01,"Regina, Saskatchewan",Cents per litre,133.0,Saskatchewan,Regular
2024-02,"Regina, Saskatchewan",Cents per litre,139.3,Saskatchewan,Regular
2024-03,"Regina, Saskatchewan",Cents per litre,151.4,Saskatchewan,Regular
2024-04,"Regina, Saskatchewan",Cents per litre,157.5,Saskatchewan,Regular
2024-05,"Regina, Saskatchewan",Cents per litre,156.8,Saskatchewan,Regular
2024-06,"Regina, Saskatchewan",Cents per litre,153.8,Saskatchewan,Regular
2024-07,"Regina, Saskatchewan",Cents per litre,158.5,Saskatchewan,Regular
2014-03,"Saskatoon, Saskatchewan",Cents per litre,127.0,Saskatchewan,Regular
2014-04,"Saskatoon, Saskatchewan",Cents per litre,130.6,Saskatchewan,Regular
2014-05,"Saskatoon, Saskatchewan",Cents per litre,129.1,Saskatchewan,Regular
2014-06,"Saskatoon, Saskatchewan",Cents per litre,131.9,Saskatchewan,Regular
2014-07,"Saskatoon, Saskatchewan",Cents per litre,128.6,Saskatchewan,Regular
2014-08,"Saskatoon, Saskatchewan",Cents per litre,126.2,Saskatchewan,Regular
2014-09,"Saskatoon, Saskatchewan",Cents per litre,124.3,Saskatchewan,Regular
2014-10,"Saskatoon, Saskatchewan",Cents per litre,121.1,Saskatchewan,Regular
2014-11,"Saskatoon, Saskatchewan",Cents per litre,108.3,Saskatchewan,Regular
2014-12,"Saskatoon, Saskatchewan",Cents per litre,94.4,Saskatchewan,Regular
2015-01,"Saskatoon, Saskatchewan",Cents per litre,84.9,Saskatchewan,Regular
2015-02,"Saskatoon, Saskatchewan",Cents per litre,94.6,Saskatchewan,Regular
2015-03,"Saskatoon, Saskatchewan",Cents per litre,99.2,Saskatchewan,Regular
2015-04,"Saskatoon, Saskatchewan",Cents per litre,96.7,Saskatchewan,Regular
2015-05,"Saskatoon, Saskatchewan",Cents per litre,100.4,Saskatchewan,Regular
2015-06,"Saskatoon, Saskatchewan",Cents per litre,111.3,Saskatchewan,Regular
2015-07,"Saskatoon, Saskatchewan",Cents per litre,109.7,Saskatchewan,Regular
2015-08,"Saskatoon, Saskatchewan",Cents per litre,116.3,Saskatchewan,Regular
2015-09,"Saskatoon, Saskatchewan",Cents per litre,102.5,Saskatchewan,Regular
2015-10,"Saskatoon, Saskatchewan",Cents per litre,104.1,Saskatchewan,Regular
2015-11,"Saskatoon, Saskatchewan",Cents per litre,99.7,Saskatchewan,Regular
2015-12,"Saskatoon, Saskatchewan",Cents per litre,87.6,Saskatchewan,Regular
2016-01,"Saskatoon, Saskatchewan",Cents per litre,77.7,Saskatchewan,Regular
2016-02,"Saskatoon, Saskatchewan",Cents per litre,74.0,Saskatchewan,Regular
2016-03,"Saskatoon, Saskatchewan",Cents per litre,84.4,Saskatchewan,Regular
2016-04,"Saskatoon, Saskatchewan",Cents per litre,90.4,Saskatchewan,Regular
2016-05,"Saskatoon, Saskatchewan",Cents per litre,95.3,Saskatchewan,Regular
2016-06,"Saskatoon, Saskatchewan",Cents per litre,107.8,Saskatchewan,Regular
2016-07,"Saskatoon, Saskatchewan",Cents per litre,91.8,Saskatchewan,Regular
2016-08,"Saskatoon, Saskatchewan",Cents per litre,96.8,Saskatchewan,Regular
2016-09,"Saskatoon, Saskatchewan",Cents per litre,97.3,Saskatchewan,Regular
2016-10,"Saskatoon, Saskatchewan",Cents per litre,98.1,Saskatchewan,Regular
2016-11,"Saskatoon, Saskatchewan",Cents per litre,86.5,Saskatchewan,Regular
2016-12,"Saskatoon, Saskatchewan",Cents per litre,94.4,Saskatchewan,Regular
2017-01,"Saskatoon, Saskatchewan",Cents per litre,102.0,Saskatchewan,Regular
2017-02,"Saskatoon, Saskatchewan",Cents per litre,94.1,Saskatchewan,Regular
2017-03,"Saskatoon, Saskatchewan",Cents per litre,92.4,Saskatchewan,Regular
2017-04,"Saskatoon, Saskatchewan",Cents per litre,102.1,Saskatchewan,Regular
2017-05,"Saskatoon, Saskatchewan",Cents per litre,95.8,Saskatchewan,Regular
2017-06,"Saskatoon, Saskatchewan",Cents per litre,91.4,Saskatchewan,Regular
2017-07,"Saskatoon, Saskatchewan",Cents per litre,93.6,Saskatchewan,Regular
2017-08,"Saskatoon, Saskatchewan",Cents per litre,95.8,Saskatchewan,Regular
2017-09,"Saskatoon, Saskatchewan",Cents per litre,99.9,Saskatchewan,Regular
2017-10,"Saskatoon, Saskatchewan",Cents per litre,99.0,Saskatchewan,Regular
2017-11,"Saskatoon, Saskatchewan",Cents per litre,108.5,Saskatchewan,Regular
2017-12,"Saskatoon, Saskatchewan",Cents per litre,103.6,Saskatchewan,Regular
2018-01,"Saskatoon, Saskatchewan",Cents per litre,107.4,Saskatchewan,Regular
