REF_DATE,GEO,UOM,VALUE,Province,Fuel Type
2020-01,"Montréal, Quebec",Cents per litre,139.9,Quebec,Premium
2020-02,"Montréal, Quebec",Cents per litre,138.0,Quebec,Premium
2020-03,"Montréal, Quebec",Cents per litre,117.5,Quebec,Premium
2020-04,"Montréal, Quebec",Cents per litre,103.4,Quebec,Premium
2020-05,"Montréal, Quebec",Cents per litre,115.0,Quebec,Premium
2020-06,"Montréal, Quebec",Cents per litre,123.8,Quebec,Premium
2020-07,"Montréal, Quebec",Cents per litre,128.8,Quebec,Premium
2020-08,"Montréal, Quebec",Cents per litre,127.6,Quebec,Premium
2020-09,"Montréal, Quebec",Cents per litre,125.2,Quebec,Premium
2020-10,"Montréal, Quebec",Cents per litre,124.4,Quebec,Premium
2020-11,"Montréal, Quebec",Cents per litre,124.2,Quebec,Premium
2020-12,"Montréal, Quebec",Cents per litre,128.2,Quebec,Premium
2021-01,"Montréal, Quebec",Cents per litre,135.1,Quebec,Premium
2021-02,"Montréal, Quebec",Cents per litre,142.5,Quebec,Premium
2021-03,"Montréal, Quebec",Cents per litre,148.9,Quebec,Premium
2021-04,"Montréal, Quebec",Cents per litre,148.3,Quebec,Premium
2021-05,"Montréal, Quebec",Cents per litre,154.0,Quebec,Premium
2021-06,"Montréal, Quebec",Cents per litre,157.3,Quebec,Premium
2021-07,"Montréal, Quebec",Cents per litre,160.4,Quebec,Premium
2021-08,"Montréal, Quebec",Cents per litre,162.1,Quebec,Premium
2021-09,"Montréal, Quebec",Cents per litre,164.3,Quebec,Premium
2021-10,"Montréal, Quebec",Cents per litre,173.0,Quebec,Premium
2021-11,"Montréal, Quebec",Cents per litre,173.4,Quebec,Premium
2021-12,"Montréal, Quebec",Cents per litre,169.8,Quebec,Premium
2022-01,"Montréal, Quebec",Cents per litre,177.3,Quebec,Premium
2022-02,"Montréal, Quebec",Cents per litre,188.3,Quebec,Premium
2022-03,"Montréal, Quebec",Cents per litre,205.7,Quebec,Premium
2022-04,"Montréal, Quebec",Cents per litre,203.3,Quebec,Premium
2022-05,"Montréal, Quebec",Cents per litre,227.6,Quebec,Premium
2022-06,"Montréal, Quebec",Cents per litre,238.3,Quebec,Premium
2022-07,"Montréal, Quebec",Cents per litre,219.3,Quebec,Premium
2022-08,"Montréal, Quebec",Cents per litre,206.0,Quebec,Premium
2022-09,"Montréal, Quebec",Cents per litre,183.2,Quebec,Premium
2022-10,"Montréal, Quebec",Cents per litre,195.9,Quebec,Premium
2022-11,"Montréal, Quebec",Cents per litre,196.0,Quebec,Premium
2022-12,"Montréal, Quebec",Cents per litre,174.0,Quebec,Premium
2023-01,"Montréal, Quebec",Cents per litre,183.5,Quebec,Premium
2023-02,"Montréal, Quebec",Cents per litre,181.3,Quebec,Premium
2023-03,"Montréal, Quebec",Cents per litre,183.2,Quebec,Premium
2023-04,"Montréal, Quebec",Cents per litre,190.2,Quebec,Premium
2023-05,"Montréal, Quebec",Cents per litre,189.3,Quebec,Premium
2023-06,"Montréal, Quebec",Cents per litre,192.1,Quebec,Premium
2023-07,"Montréal, Quebec",Cents per litre,195.9,Quebec,Premium
2023-08,"Montréal, Quebec",Cents per litre,203.9,Quebec,Premium
2023-09,"Montréal, Quebec",Cents per litre,202.6,Quebec,Premium
2023-10,"Montréal, Quebec",Cents per litre,190.6,Quebec,Premium
2023-11,"Montréal, Quebec",Cents per litre,186.4,Quebec,Premium
2023-12,"Montréal, Quebec",Cents per litre,182.7,Quebec,Premium
2024-01,"Montréal, Quebec",Cents per litre,182.9,Quebec,Premium
2024-02,"Montréal, Quebec",Cents per litre,187.9,Quebec,Premium
2024-03,"Montréal, Quebec",Cents per litre,193.5,Quebec,Premium
2024-04,"Montréal, Quebec",Cents per litre,203.7,Quebec,Premium
2024-05,"Montréal, Quebec",Cents per litre,201.7,Quebec,Premium
2024-06,"Montréal, Quebec",Cents per litre,197.0,Quebec,Premium
2024-07,"Montréal, Quebec",Cents per litre,200.1,Quebec,Premium
2014-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,145.3,Ontario,Premium
2014-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,148.6,Ontario,Premium
2014-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,149.8,Ontario,Premium
2014-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,152.8,Ontario,Premium
2014-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,149.7,Ontario,Premium
2014-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,143.8,Ontario,Premium
2014-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,142.0,Ontario,Premium
2014-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,136.5,Ontario,Premium
2014-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,126.8,Ontario,Premium
2014-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,113.4,Ontario,Premium
2015-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,104.2,Ontario,Premium
2015-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,113.9,Ontario,Premium
2015-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,120.1,Ontario,Premium
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,118.9,Ontario,Premium
2015-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,126.4,Ontario,Premium
2015-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,132.2,Ontario,Premium
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,135.6,Ontario,Premium
2015-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,127.3,Ontario,Premium
2015-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,118.6,Ontario,Premium
2015-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,114.4,Ontario,Premium
2015-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,117.2,Ontario,Premium
2015-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,113.9,Ontario,Premium
2016-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,103.2,Ontario,Premium
2016-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,102.2,Ontario,Premium
2016-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,107.2,Ontario,Premium
2016-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,116.6,Ontario,Premium
2016-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,121.5,Ontario,Premium
2016-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,121.9,Ontario,Premium
2016-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,117.6,Ontario,Premium
2016-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,116.2,Ontario,Premium
2016-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,115.6,Ontario,Premium
2016-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,119.7,Ontario,Premium
2016-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,115.7,Ontario,Premium
2016-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,119.1,Ontario,Premium
2017-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,127.6,Ontario,Premium
2017-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,122.0,Ontario,Premium
2017-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,114.8,Ontario,Premium
2017-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,133.0,Ontario,Premium
2017-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,130.2,Ontario,Premium
2017-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,124.4,Ontario,Premium
2017-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,122.3,Ontario,Premium
2017-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,122.8,Ontario,Premium
2017-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,136.5,Ontario,Premium
2017-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,133.6,Ontario,Premium
2017-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,140.7,Ontario,Premium
2017-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,139.4,Ontario,Premium
2018-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,143.3,Ontario,Premium
2018-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,138.5,Ontario,Premium
2018-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,144.7,Ontario,Premium
2018-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,152.7,Ontario,Premium
2018-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,156.5,Ontario,Premium
2018-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,147.8,Ontario,Premium
2018-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,149.1,Ontario,Premium
2018-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,147.4,Ontario,Premium
2018-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,143.1,Ontario,Premium
2018-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,138.2,Ontario,Premium
2018-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,126.5,Ontario,Premium
2018-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,119.7,Ontario,Premium
2019-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,116.6,Ontario,Premium
2019-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,116.2,Ontario,Premium
2019-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,130.9,Ontario,Premium
2019-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,145.9,Ontario,Premium
2019-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,148.0,Ontario,Premium
2019-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,140.2,Ontario,Premium
2019-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,147.1,Ontario,Premium
2019-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,139.5,Ontario,Premium
2019-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,138.0,Ontario,Premium
2019-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,137.3,Ontario,Premium
2019-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,136.3,Ontario,Premium
2019-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,135.8,Ontario,Premium
2020-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,134.3,Ontario,Premium
2020-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,131.3,Ontario,Premium
2020-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,107.7,Ontario,Premium
2020-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,101.5,Ontario,Premium
2020-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,114.1,Ontario,Premium
2020-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,123.3,Ontario,Premium
2020-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,127.9,Ontario,Premium
2020-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,127.3,Ontario,Premium
2020-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,125.4,Ontario,Premium
2020-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,125.2,Ontario,Premium
2020-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,124.3,Ontario,Premium
2020-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,128.3,Ontario,Premium
2021-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,136.0,Ontario,Premium
2021-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,142.8,Ontario,Premium
2021-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,148.5,Ontario,Premium
2021-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,150.5,Ontario,Premium
2021-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,154.9,Ontario,Premium
2021-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,156.6,Ontario,Premium
2021-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,160.0,Ontario,Premium
2021-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,161.2,Ontario,Premium
2021-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,161.9,Ontario,Premium
2021-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,169.5,Ontario,Premium
2021-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,168.6,Ontario,Premium
2021-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,161.9,Ontario,Premium
2022-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,170.2,Ontario,Premium
2022-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,182.0,Ontario,Premium
2022-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,198.0,Ontario,Premium
2022-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,200.3,Ontario,Premium
2022-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,224.0,Ontario,Premium
2022-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,231.9,Ontario,Premium
2022-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,206.5,Ontario,Premium
2022-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,191.6,Ontario,Premium
2022-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,175.1,Ontario,Premium
2022-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,190.6,Ontario,Premium
2022-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,188.0,Ontario,Premium
2022-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,167.2,Ontario,Premium
2023-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,175.7,Ontario,Premium
2023-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,173.3,Ontario,Premium
2023-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,174.9,Ontario,Premium
2023-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,185.0,Ontario,Premium
2023-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,183.4,Ontario,Premium
2023-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,186.0,Ontario,Premium
2023-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,189.0,Ontario,Premium
2023-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,196.5,Ontario,Premium
2023-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,192.6,Ontario,Premium
2023-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,180.6,Ontario,Premium
2023-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,177.5,Ontario,Premium
2023-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,172.5,Ontario,Premium
2024-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,172.8,Ontario,Premium
2024-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,177.4,Ontario,Premium
2024-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,182.8,Ontario,Premium
2024-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,196.7,Ontario,Premium
2024-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,194.8,Ontario,Premium
2024-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,191.7,Ontario,Premium
2024-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Cents per litre,196.3,Ontario,Premium
2014-03,"Toronto, Ontario",Cents per litre,147.8,Ontario,Premium
2014-04,"Toronto, Ontario",Cents per litre,150.7,Ontario,Premium
2014-05,"Toronto, Ontario",Cents per litre,151.7,Ontario,Premium
2014-06,"Toronto, Ontario",Cents per litre,156.8,Ontario,Premium
2014-07,"Toronto, Ontario",Cents per litre,153.6,Ontario,Premium
2014-08,"Toronto, Ontario",Cents per litre,148.5,Ontario,Premium
2014-09,"Toronto, Ontario",Cents per litre,146.9,Ontario,Premium
2014-10,"Toronto, Ontario",Cents per litre,140.3,Ontario,Premium
2014-11,"Toronto, Ontario",Cents per litre,131.6,Ontario,Premium
2014-12,"Toronto, Ontario",Cents per litre,120.2,Ontario,Premium
2015-01,"Toronto, Ontario",Cents per litre,107.7,Ontario,Premium
2015-02,"Toronto, Ontario",Cents per litre,118.5,Ontario,Premium
2015-03,"Toronto, Ontario",Cents per litre,122.2,Ontario,Premium
2015-04,"Toronto, Ontario",Cents per litre,123.0,Ontario,Premium
2015-05,"Toronto, Ontario",Cents per litre,130.0,Ontario,Premium
2015-06,"Toronto, Ontario",Cents per litre,135.8,Ontario,Premium
2015-07,"Toronto, Ontario",Cents per litre,138.6,Ontario,Premium
2015-08,"Toronto, Ontario",Cents per litre,130.7,Ontario,Premium
2015-09,"Toronto, Ontario",Cents per litre,122.4,Ontario,Premium
2015-10,"Toronto, Ontario",Cents per litre,118.0,Ontario,Premium
2015-11,"Toronto, Ontario",Cents per litre,120.0,Ontario,Premium
2015-12,"Toronto, Ontario",Cents per litre,117.9,Ontario,Premium
2016-01,"Toronto, Ontario",Cents per litre,113.2,Ontario,Premium
2016-02,"Toronto, Ontario",Cents per litre,107.1,Ontario,Premium
2016-03,"Toronto, Ontario",Cents per litre,110.1,Ontario,Premium
2016-04,"Toronto, Ontario",Cents per litre,119.5,Ontario,Premium
2016-05,"Toronto, Ontario",Cents per litre,123.5,Ontario,Premium
2016-06,"Toronto, Ontario",Cents per litre,123.4,Ontario,Premium
2016-07,"Toronto, Ontario",Cents per litre,119.5,Ontario,Premium
2016-08,"Toronto, Ontario",Cents per litre,118.8,Ontario,Premium
2016-09,"Toronto, Ontario",Cents per litre,117.9,Ontario,Premium
2016-10,"Toronto, Ontario",Cents per litre,122.5,Ontario,Premium
2016-11,"Toronto, Ontario",Cents per litre,119.1,Ontario,Premium
2016-12,"Toronto, Ontario",Cents per litre,122.3,Ontario,Premium
2017-01,"Toronto, Ontario",Cents per litre,130.0,Ontario,Premium
2017-02,"Toronto, Ontario",Cents per litre,125.5,Ontario,Premium
2017-03,"Toronto, Ontario",Cents per litre,125.7,Ontario,Premium
2017-04,"Toronto, Ontario",Cents per litre,134.3,Ontario,Premium
2017-05,"Toronto, Ontario",Cents per litre,130.4,Ontario,Premium
2017-06,"Toronto, Ontario",Cents per litre,126.1,Ontario,Premium
2017-07,"Toronto, Ontario",Cents per litre,128.1,Ontario,Premium
2017-08,"Toronto, Ontario",Cents per litre,130.4,Ontario,Premium
2017-09,"Toronto, Ontario",Cents per litre,136.5,Ontario,Premium
2017-10,"Toronto, Ontario",Cents per litre,133.3,Ontario,Premium
2017-11,"Toronto, Ontario",Cents per litre,140.7,Ontario,Premium
2017-12,"Toronto, Ontario",Cents per litre,139.5,Ontario,Premium
2018-01,"Toronto, Ontario",Cents per litre,143.0,Ontario,Premium
2018-02,"Toronto, Ontario",Cents per litre,142.0,Ontario,Premium
2018-03,"Toronto, Ontario",Cents per litre,144.5,Ontario,Premium
2018-04,"Toronto, Ontario",Cents per litre,152.4,Ontario,Premium
2018-05,"Toronto, Ontario",Cents per litre,156.4,Ontario,Premium
2018-06,"Toronto, Ontario",Cents per litre,153.9,Ontario,Premium
2018-07,"Toronto, Ontario",Cents per litre,154.9,Ontario,Premium
2018-08,"Toronto, Ontario",Cents per litre,153.2,Ontario,Premium
2018-09,"Toronto, Ontario",Cents per litre,148.9,Ontario,Premium
2018-10,"Toronto, Ontario",Cents per litre,143.6,Ontario,Premium
2018-11,"Toronto, Ontario",Cents per litre,131.4,Ontario,Premium
2018-12,"Toronto, Ontario",Cents per litre,125.2,Ontario,Premium
2019-01,"Toronto, Ontario",Cents per litre,122.1,Ontario,Premium
2019-02,"Toronto, Ontario",Cents per litre,121.9,Ontario,Premium
2019-03,"Toronto, Ontario",Cents per litre,135.6,Ontario,Premium
2019-04,"Toronto, Ontario",Cents per litre,146.8,Ontario,Premium
2019-05,"Toronto, Ontario",Cents per litre,147.6,Ontario,Premium
2019-06,"Toronto, Ontario",Cents per litre,139.6,Ontario,Premium
2019-07,"Toronto, Ontario",Cents per litre,146.7,Ontario,Premium
2019-08,"Toronto, Ontario",Cents per litre,139.8,Ontario,Premium
2019-09,"Toronto, Ontario",Cents per litre,138.0,Ontario,Premium
2019-10,"Toronto, Ontario",Cents per litre,138.5,Ontario,Premium
2019-11,"Toronto, Ontario",Cents per litre,138.4,Ontario,Premium
2019-12,"Toronto, Ontario",Cents per litre,138.3,Ontario,Premium
2020-01,"Toronto, Ontario",Cents per litre,137.0,Ontario,Premium
2020-02,"Toronto, Ontario",Cents per litre,133.6,Ontario,Premium
2020-03,"Toronto, Ontario",Cents per litre,109.3,Ontario,Premium
2020-04,"Toronto, Ontario",Cents per litre,102.1,Ontario,Premium
2020-05,"Toronto, Ontario",Cents per litre,114.7,Ontario,Premium
2020-06,"Toronto, Ontario",Cents per litre,123.5,Ontario,Premium
2020-07,"Toronto, Ontario",Cents per litre,127.9,Ontario,Premium
2020-08,"Toronto, Ontario",Cents per litre,127.5,Ontario,Premium
2020-09,"Toronto, Ontario",Cents per litre,125.6,Ontario,Premium
2020-10,"Toronto, Ontario",Cents per litre,125.1,Ontario,Premium
2020-11,"Toronto, Ontario",Cents per litre,123.7,Ontario,Premium
2020-12,"Toronto, Ontario",Cents per litre,127.8,Ontario,Premium
2021-01,"Toronto, Ontario",Cents per litre,135.1,Ontario,Premium
2021-02,"Toronto, Ontario",Cents per litre,142.4,Ontario,Premium
2021-03,"Toronto, Ontario",Cents per litre,148.3,Ontario,Premium
2021-04,"Toronto, Ontario",Cents per litre,150.6,Ontario,Premium
2021-05,"Toronto, Ontario",Cents per litre,154.8,Ontario,Premium
2021-06,"Toronto, Ontario",Cents per litre,157.5,Ontario,Premium
2021-07,"Toronto, Ontario",Cents per litre,161.3,Ontario,Premium
2021-08,"Toronto, Ontario",Cents per litre,162.2,Ontario,Premium
2021-09,"Toronto, Ontario",Cents per litre,162.8,Ontario,Premium
2021-10,"Toronto, Ontario",Cents per litre,170.7,Ontario,Premium
2021-11,"Toronto, Ontario",Cents per litre,169.7,Ontario,Premium
2021-12,"Toronto, Ontario",Cents per litre,163.1,Ontario,Premium
2022-01,"Toronto, Ontario",Cents per litre,171.4,Ontario,Premium
2022-02,"Toronto, Ontario",Cents per litre,182.9,Ontario,Premium
2022-03,"Toronto, Ontario",Cents per litre,198.4,Ontario,Premium
2022-04,"Toronto, Ontario",Cents per litre,199.7,Ontario,Premium
2022-05,"Toronto, Ontario",Cents per litre,223.4,Ontario,Premium
2022-06,"Toronto, Ontario",Cents per litre,231.6,Ontario,Premium
2022-07,"Toronto, Ontario",Cents per litre,206.0,Ontario,Premium
2022-08,"Toronto, Ontario",Cents per litre,191.2,Ontario,Premium
2022-09,"Toronto, Ontario",Cents per litre,174.5,Ontario,Premium
2022-10,"Toronto, Ontario",Cents per litre,190.1,Ontario,Premium
2022-11,"Toronto, Ontario",Cents per litre,187.6,Ontario,Premium
2022-12,"Toronto, Ontario",Cents per litre,166.7,Ontario,Premium
2023-01,"Toronto, Ontario",Cents per litre,175.1,Ontario,Premium
2023-02,"Toronto, Ontario",Cents per litre,171.4,Ontario,Premium
2023-03,"Toronto, Ontario",Cents per litre,172.5,Ontario,Premium
2023-04,"Toronto, Ontario",Cents per litre,183.4,Ontario,Premium
2023-05,"Toronto, Ontario",Cents per litre,183.3,Ontario,Premium
2023-06,"Toronto, Ontario",Cents per litre,186.1,Ontario,Premium
2023-07,"Toronto, Ontario",Cents per litre,189.2,Ontario,Premium
2023-08,"Toronto, Ontario",Cents per litre,196.9,Ontario,Premium
2023-09,"Toronto, Ontario",Cents per litre,193.2,Ontario,Premium
2023-10,"Toronto, Ontario",Cents per litre,180.7,Ontario,Premium
2023-11,"Toronto, Ontario",Cents per litre,177.2,Ontario,Premium
2023-12,"Toronto, Ontario",Cents per litre,172.2,Ontario,Premium
2024-01,"Toronto, Ontario",Cents per litre,172.7,Ontario,Premium
2024-02,"Toronto, Ontario",Cents per litre,177.6,Ontario,Premium
2024-03,"Toronto, Ontario",Cents per litre,183.2,Ontario,Premium
2024-04,"Toronto, Ontario",Cents per litre,197.2,Ontario,Premium
2024-05,"Toronto, Ontario",Cents per litre,195.0,Ontario,Premium
2024-06,"Toronto, Ontario",Cents per litre,191.9,Ontario,Premium
2024-07,"Toronto, Ontario",Cents per litre,196.7,Ontario,Premium
2014-03,"Thunder Bay, Ontario",Cents per litre,149.5,Ontario,Premium
2014-04,"Thunder Bay, Ontario",Cents per litre,156.8,Ontario,Premium
2014-05,"Thunder Bay, Ontario",Cents per litre,155.5,Ontario,Premium
2014-06,"Thunder Bay, Ontario",Cents per litre,158.5,Ontario,Premium
2014-07,"Thunder Bay, Ontario",Cents per litre,157.8,Ontario,Premium
2014-08,"Thunder Bay, Ontario",Cents per litre,153.7,Ontario,Premium
2014-09,"Thunder Bay, Ontario",Cents per litre,152.2,Ontario,Premium
2014-10,"Thunder Bay, Ontario",Cents per litre,149.4,Ontario,Premium
2014-11,"Thunder Bay, Ontario",Cents per litre,139.5,Ontario,Premium
2014-12,"Thunder Bay, Ontario",Cents per litre,125.7,Ontario,Premium
2015-01,"Thunder Bay, Ontario",Cents per litre,112.7,Ontario,Premium
2015-02,"Thunder Bay, Ontario",Cents per litre,121.0,Ontario,Premium
2015-03,"Thunder Bay, Ontario",Cents per litre,124.7,Ontario,Premium
2015-04,"Thunder Bay, Ontario",Cents per litre,121.1,Ontario,Premium
2015-05,"Thunder Bay, Ontario",Cents per litre,126.4,Ontario,Premium
2015-06,"Thunder Bay, Ontario",Cents per litre,133.2,Ontario,Premium
2015-07,"Thunder Bay, Ontario",Cents per litre,137.9,Ontario,Premium
2015-08,"Thunder Bay, Ontario",Cents per litre,145.4,Ontario,Premium
